L	opf	cc	jcc
0.348	0.0168318	0.0215406	0.0176064
0.349	0.0167976	0.0215134	0.0175621
0.35	0.0167753	0.0214946	0.0175257
0.351	0.0167496	0.0214731	0.0174867
0.352	0.0167215	0.0214505	0.0174402
0.353	0.0166974	0.021431	0.0174013
0.354	0.0166721	0.0214098	0.0173691
0.355	0.0166556	0.0214015	0.0173342
0.356	0.016627	0.0213782	0.0172942
0.357	0.0165981	0.021353	0.0172507
0.358	0.0165784	0.0213399	0.0172175
0.359	0.0165533	0.0213173	0.0171792
0.36	0.0165276	0.0212972	0.0171405
0.361	0.0165045	0.0212809	0.0171025
0.362	0.0164761	0.0212572	0.0170593
0.363	0.0164596	0.0212473	0.0170328
0.364	0.0164296	0.0212209	0.0169872
0.365	0.0164032	0.0212003	0.0169479
0.366	0.0163832	0.0211848	0.0169185
0.367	0.0163555	0.0211616	0.0168724
0.368	0.0163328	0.0211445	0.0168424
0.369	0.016309	0.0211255	0.0168
0.37	0.0162844	0.0211055	0.0167639
0.371	0.0162775	0.0211046	0.0167417
0.372	0.0162361	0.0210692	0.0166887
0.373	0.0162133	0.0210526	0.0166571
0.374	0.0161943	0.0210362	0.0166207
0.375	0.0161709	0.0210185	0.0165843
0.376	0.0161404	0.0209942	0.0165425
0.377	0.0161202	0.0209787	0.0165096
0.378	0.0160882	0.0209542	0.0164667
0.379	0.016084	0.0209519	0.016447
0.38	0.0160503	0.0209248	0.0164017
0.381	0.0160246	0.020905	0.0163646
0.382	0.015999	0.0208807	0.0163244
0.383	0.0159688	0.0208611	0.0162861
0.384	0.0159502	0.0208452	0.0162502
0.385	0.0159368	0.0208356	0.0162252
0.386	0.0159094	0.0208143	0.0161866
0.387	0.0158878	0.0207973	0.0161477
0.388	0.0158424	0.0207594	0.0160937
0.389	0.0158284	0.0207486	0.0160679
0.39	0.0158085	0.0207309	0.0160328
0.391	0.0157908	0.0207218	0.0159998
0.392	0.0157659	0.0206992	0.0159657
0.393	0.0157341	0.0206752	0.0159201
0.394	0.0157087	0.0206532	0.0158821
0.395	0.0156876	0.0206387	0.0158493
0.396	0.0156609	0.0206163	0.0158094
0.397	0.0156455	0.0206062	0.01578
0.398	0.0156215	0.0205848	0.0157401
0.399	0.0156082	0.0205796	0.0157119
0.4	0.0155671	0.0205414	0.0156645
0.401	0.0155466	0.0205236	0.0156307
0.402	0.015533	0.0205183	0.0155991
0.403	0.0155051	0.0204942	0.0155607
0.404	0.0154949	0.0204913	0.0155435
0.405	0.0154518	0.0204489	0.0154834
0.406	0.0154317	0.0204331	0.0154481
0.407	0.0154119	0.0204176	0.0154187
0.408	0.0153809	0.020394	0.0153755
0.409	0.0153654	0.0203818	0.0153464
0.41	0.0153363	0.020358	0.0153052
0.411	0.0153109	0.0203367	0.0152714
0.412	0.0152967	0.0203264	0.015236
0.413	0.0152811	0.0203135	0.0152088
0.414	0.0152443	0.0202833	0.0151619
0.415	0.015222	0.0202673	0.0151247
0.416	0.0151962	0.0202444	0.015089
0.417	0.0151752	0.0202304	0.0150539
0.418	0.015155	0.0202132	0.0150187
0.419	0.0151488	0.0202115	0.0149966
0.42	0.0151101	0.0201777	0.0149493
0.421	0.015076	0.0201485	0.0149049
0.422	0.0150637	0.0201393	0.0148782
0.423	0.0150416	0.0201167	0.0148436
0.424	0.0150328	0.0201152	0.0148181
0.425	0.0150064	0.0200961	0.0147785
0.426	0.014984	0.0200777	0.0147464
0.427	0.0149539	0.0200555	0.014705
0.428	0.0149198	0.0200218	0.014659
0.429	0.0149138	0.0200204	0.0146384
0.43	0.0148835	0.0199954	0.0145917
0.431	0.014856	0.0199746	0.0145572
0.432	0.014848	0.0199711	0.014533
0.433	0.0148246	0.0199503	0.0144922
0.434	0.0147999	0.0199281	0.014458
0.435	0.0147655	0.0198998	0.0144178
0.436	0.0147585	0.019898	0.0143892
0.437	0.0147278	0.0198763	0.0143545
0.438	0.0147141	0.0198618	0.0143281
0.439	0.0146942	0.0198465	0.0142926
0.44	0.0146638	0.0198207	0.0142444
0.441	0.0146302	0.0197949	0.014206
0.442	0.0146006	0.0197702	0.0141608
0.443	0.0145899	0.0197598	0.0141392
0.444	0.014584	0.0197607	0.0141166
0.445	0.0145608	0.0197392	0.0140767
0.446	0.0145228	0.0197069	0.0140318
0.447	0.0145041	0.0196939	0.0140022
0.448	0.0144705	0.0196646	0.0139621
0.449	0.0144676	0.0196644	0.0139405
0.45	0.0144399	0.0196463	0.0139017
0.451	0.0144284	0.0196372	0.0138722
0.452	0.014393	0.0196069	0.0138321
0.453	0.0143811	0.0195983	0.0138014
0.454	0.0143489	0.0195735	0.0137642
0.455	0.0143296	0.019557	0.0137265
0.456	0.0143081	0.0195354	0.013697
0.457	0.0142889	0.0195243	0.0136599
0.458	0.014279	0.0195183	0.0136373
0.459	0.0142465	0.0194882	0.0135969
0.46	0.0142222	0.0194704	0.0135586
0.461	0.0142115	0.0194629	0.0135338
0.462	0.0141742	0.0194339	0.0134858
0.463	0.0141493	0.0194142	0.0134512
0.464	0.0141359	0.0194033	0.0134237
0.465	0.0141262	0.0193959	0.0134018
0.466	0.0140864	0.019365	0.013348
0.467	0.0140621	0.0193424	0.0133127
0.468	0.0140611	0.0193495	0.0132994
0.469	0.014017	0.0193054	0.0132447
0.47	0.0140131	0.0193042	0.013227
0.471	0.0139778	0.0192779	0.0131836
0.472	0.0139633	0.0192663	0.0131573
0.473	0.0139493	0.0192567	0.0131259
0.474	0.0139423	0.0192529	0.0131039
0.475	0.0139089	0.0192231	0.0130599
0.476	0.0139024	0.0192237	0.0130367
0.477	0.0138591	0.0191849	0.0129852
0.478	0.0138581	0.019188	0.0129712
0.479	0.0138267	0.0191604	0.0129277
0.48	0.0138201	0.0191591	0.0129064
0.481	0.0137764	0.0191196	0.0128546
0.482	0.0137595	0.0191072	0.0128262
0.483	0.0137435	0.0190965	0.0127968
0.484	0.0137391	0.0190952	0.0127781
0.485	0.0136995	0.0190612	0.0127297
0.486	0.0136836	0.0190459	0.0127011
0.487	0.0136601	0.0190337	0.0126686
0.488	0.0136449	0.0190175	0.0126389
0.489	0.0136244	0.019002	0.0126106
0.49	0.0135942	0.0189777	0.0125678
0.491	0.0135814	0.0189686	0.0125412
0.492	0.0135579	0.018949	0.0125059
0.493	0.0135479	0.0189431	0.0124829
0.494	0.0135151	0.0189183	0.0124388
0.495	0.0134985	0.0189079	0.0124113
0.496	0.0134857	0.0188993	0.0123854
0.497	0.0134719	0.0188884	0.012358
0.498	0.013457	0.018877	0.0123298
0.499	0.0134177	0.0188456	0.0122835
0.5	0.0134081	0.0188371	0.0122634
0.501	0.0133888	0.0188207	0.0122297
0.502	0.0133814	0.018818	0.0122021
0.503	0.0133428	0.0187864	0.0121653
0.504	0.0133314	0.0187776	0.0121388
0.505	0.013306	0.0187579	0.012101
0.506	0.013291	0.0187466	0.0120691
0.507	0.0132657	0.0187269	0.0120387
0.508	0.0132404	0.0187032	0.012003
0.509	0.0132219	0.0186928	0.0119696
0.51	0.0132039	0.0186772	0.0119413
0.511	0.0131741	0.018653	0.0118992
