L	opf	cc	jcc
0.587	0.0085942	0.0139548	0.00550789
0.588	0.00858942	0.0139547	0.00548566
0.589	0.00861153	0.0139556	0.00550522
0.59	0.00857219	0.0139191	0.00548181
0.591	0.00859373	0.0139268	0.00549343
0.592	0.00855467	0.0138842	0.00545698
0.593	0.00852386	0.0138554	0.00542727
0.594	0.00854506	0.0138602	0.00544793
0.595	0.00851392	0.0138347	0.00541815
0.596	0.00854238	0.0138462	0.00542453
0.597	0.00851987	0.0138217	0.0054098
0.598	0.00850025	0.0138076	0.0053871
0.599	0.00847065	0.013769	0.00536016
0.6	0.00846547	0.0137605	0.00536064
0.601	0.00851259	0.0137913	0.00540822
0.602	0.00843364	0.0137299	0.00531887
0.603	0.00841366	0.013691	0.00531084
0.604	0.00839578	0.0136751	0.00530057
0.605	0.0084187	0.0137006	0.0053039
0.606	0.0083797	0.0136457	0.00528347
0.607	0.00840115	0.0136625	0.00529143
0.608	0.0083853	0.0136365	0.00527457
0.609	0.00837343	0.0136202	0.00527194
0.61	0.00835582	0.0135974	0.00525439
0.611	0.00836965	0.0136053	0.00524752
0.612	0.00835229	0.0135906	0.00523513
0.613	0.00831793	0.0135464	0.00520957
0.614	0.00831428	0.0135345	0.00521403
0.615	0.00830386	0.0135207	0.00519679
0.616	0.0082932	0.0134901	0.00518349
0.617	0.00828586	0.0134915	0.00518734
0.618	0.00828352	0.0134926	0.0051698
0.619	0.00827642	0.0134578	0.00517049
0.62	0.00826151	0.0134403	0.00514681
0.621	0.00822371	0.0134001	0.00512288
0.622	0.00822411	0.0134118	0.00511286
0.623	0.00820085	0.0133823	0.00509347
0.624	0.00817706	0.0133561	0.00507636
0.625	0.00816835	0.0133446	0.00506842
0.626	0.00817429	0.0133214	0.00508036
0.627	0.00815241	0.0133049	0.00504998
0.628	0.00816253	0.0133049	0.0050528
0.629	0.00814289	0.013284	0.00504747
0.63	0.00815245	0.0132758	0.0050383
0.631	0.0081255	0.0132384	0.00503316
0.632	0.00811579	0.0132289	0.00501605
0.633	0.00808857	0.0132158	0.00500179
0.634	0.00808282	0.0131942	0.00498858
0.635	0.00804167	0.0131667	0.00495385
0.636	0.00808172	0.0131741	0.0049857
0.637	0.00805105	0.0131489	0.00495674
0.638	0.0080047	0.0131128	0.00491338
