L	opf	cc	jcc
0.9488	0.00573792	0.00407254	0.00139593
0.9496	0.00577268	0.00397508	0.00133851
0.9504	0.00576311	0.00387663	0.0012771
0.9512	0.00584821	0.0037802	0.00122339
0.952	0.00587427	0.00367908	0.00116794
0.9528	0.00591656	0.00359054	0.00111779
0.9536	0.00589618	0.00348034	0.00106273
0.9544	0.00595641	0.00339873	0.00101992
0.9552	0.00602084	0.00331097	0.000969471
0.956	0.00611339	0.0032386	0.000938911
0.9568	0.00614846	0.00311899	0.0008851
0.9576	0.0061359	0.00303863	0.000849209
0.9584	0.00621349	0.00293789	0.000789589
0.9592	0.00628805	0.00283495	0.000753163
0.96	0.00632995	0.00275121	0.000724433
0.9608	0.00644685	0.00264447	0.000681161
0.9616	0.00648914	0.00257817	0.000663073
0.9624	0.00655443	0.00248871	0.000630662
0.9632	0.0067081	0.00239522	0.000596925
0.964	0.00680538	0.0023099	0.000571968
0.9648	0.00686891	0.00224136	0.000553347
0.9656	0.00696763	0.0021507	0.000517547
0.9664	0.00706711	0.00205844	0.000493125
0.9672	0.00717416	0.00197118	0.000465815
0.968	0.00731595	0.00191173	0.000448648
0.9688	0.00747142	0.00182413	0.000429216
0.9696	0.00762708	0.00175786	0.000416856
0.9704	0.00776918	0.00167839	0.000389954
0.9712	0.00792186	0.0016012	0.000379519
0.972	0.00798063	0.0015479	0.000354085
0.9728	0.0083171	0.0014665	0.000346897
0.9736	0.00845455	0.00139941	0.00033085
0.9744	0.00887767	0.00136972	0.000343483
0.9752	0.00897681	0.00128304	0.000307116
0.976	0.00924709	0.00123908	0.000306588
0.9768	0.00966127	0.00118769	0.000308221
0.9776	0.0100189	0.0011306	0.00031045
0.9784	0.0104328	0.00109532	0.000303072
0.9792	0.0108404	0.00105889	0.000303346
0.98	0.011221	0.000975333	0.000285054
0.9808	0.0118675	0.000975671	0.000303184
0.9816	0.0124635	0.000949013	0.000317917
0.9824	0.0133648	0.000910591	0.000329276
0.9832	0.0138515	0.000866095	0.000294245
0.984	0.0145623	0.000827513	0.000294293
0.9848	0.0157667	0.000815488	0.000294715
0.9856	0.0168136	0.000787827	0.000303536
0.9864	0.017932	0.00076006	0.00031202
0.9872	0.0194413	0.0007825	0.000347006
0.988	0.0219589	0.000798526	0.00040215
0.9888	0.0234679	0.000765144	0.00036903
0.9896	0.0265644	0.000780208	0.000434249
0.9904	0.0300532	0.000799192	0.000452195
0.9912	0.0343342	0.00079283	0.000447338
0.992	0.0397759	0.000880512	0.000561132
0.9928	0.0477295	0.00105153	0.000738445
0.9936	0.0578005	0.00102923	0.000735119
0.9944	0.0720627	0.00126972	0.000982508
0.9952	0.0924836	0.00146612	0.00119277
0.996	0.126359	0.00178374	0.00146314
0.9968	0.191098	0.0025252	0.00222385
0.9976	0.327936	0.00390342	0.00361972
0.9984	0.718159	0.00869574	0.00886587
