prob	ls
0.4096	324.1
0.4092	324.2
0.4088	324.59
0.4084	324.81
0.408	324.9
0.4076	325.13
0.4072	325.53
0.4068	325.75
0.4064	325.85
0.406	326.0
0.4056	326.0
0.4052	326.0
0.4048	326.0
0.4044	326.05
0.404	326.22
0.4036	326.38
0.4032	326.47
0.4028	326.49
0.4024	326.51
0.402	326.69
0.4016	326.73
0.4012	326.86
0.4008	326.95
0.4004	327.14
0.4	327.48
0.3996	327.79
0.3992	328.05
0.3988	328.14
0.3984	328.14
0.398	328.21
0.3976	328.47
0.3972	328.62
0.3968	328.71
0.3964	328.83
0.396	329.09
0.3956	329.23
0.3952	329.42
0.3948	329.59
0.3944	329.69
0.394	329.77
0.3936	330.01
0.3932	330.14
0.3928	330.24
0.3924	330.44
0.392	330.49
0.3916	330.66
0.3912	330.76
0.3908	330.85
0.3904	331.0
0.39	331.14
0.3896	331.15
0.3892	331.21
0.3888	331.24
0.3884	331.26
0.388	331.43
0.3876	331.58
0.3872	331.84
0.3868	331.96
0.3864	332.04
0.386	332.31
0.3856	332.56
0.3852	332.62
0.3848	332.75
0.3844	332.79
0.384	333.09
0.3836	333.11
0.3832	333.11
0.3828	333.11
0.3824	333.21
0.382	333.21
0.3816	333.4
0.3812	333.79
0.3808	333.91
0.3804	334.0
0.38	334.1
0.3796	334.14
0.3792	334.14
0.3788	334.45
0.3784	334.67
0.378	335.13
0.3776	335.21
0.3772	335.36
0.3768	335.6
0.3764	335.83
0.376	335.94
0.3756	336.07
0.3752	336.16
0.3748	336.57
0.3744	336.89
0.374	337.24
0.3736	337.47
0.3732	337.47
0.3728	337.59
0.3724	337.79
0.372	337.85
0.3716	337.92
0.3712	338.15
0.3708	338.33
0.3704	338.49
0.37	338.49
0.3696	338.5
0.3692	338.56
0.3688	338.85
0.3684	338.95
0.368	338.97
0.3676	339.15
0.3672	339.32
0.3668	339.54
0.3664	339.72
0.366	339.98
0.3656	340.13
